engineer	0.007707315362494556	0.0010038353882463353
assistant	0.006280447285916622	0.0045170864232200614
waiter	0.005665599338044017	0.00035229096556577133
software	0.004767922127939323	0.00250576683038141
manager	0.004094768093181861	0.002408386535989457
teacher	0.003543016643561293	0.007521180601088105
part	0.003057392012123873	0.0027644517595032045
freelancer	0.003037592879991106	0.0033943015180281826
doctor	0.0025326839456735165	0.0013375357998480293
accountant	0.0023232021703729626	0.0014650453503007304
intern	0.0018807442029354368	0.0010242939497401324
chef	0.001871609907538722	0.0006530822017793039
freelance	0.0018563023061230505	0.003052055422358239
sales	0.0017534272869850248	0.0013373799486086023
helper	0.0017082112740353721	0.00023304868250306754
labor	0.001491409595473405	0.0002589531445664761
farmer	0.001337317549768802	0.00011195986462553266
nurse	0.0013139681045683713	0.01599052472374714
security	0.0013132140961714333	0.00014932821022739518
carp	0.0012308998266231956	0.0
clerk	0.0010413740401416674	0.0005276191914162674
mechanic	0.0010189050275356017	0.0
apprentice	0.0009045750739458895	4.838384120375849e-05
professor	0.0008806806399660014	0.000371824974081385
director	0.0008688576228904068	0.00034696571105996554
delivery	0.0008522089538017155	0.0
IT	0.0008267272789907493	0.00028731929273817514
cashier	0.0008153927428790614	0.0012519146148402382
consultant	0.0007497173037335352	0.00024956838933576364
plumber	0.0007400966433123489	0.0
office	0.0007294434572030244	0.0009834117981879333
data	0.0007191897291248232	0.0015034103743117606
Software	0.0007087093454173346	0.00047582840124950245
construction	0.0006995878225097211	0.0
Assistant	0.0006974116022320141	0.0007580834242161744
lif	0.0006489486761437237	4.763914785144152e-05
marketing	0.0006276094081839321	0.0010014939160782068
artist	0.0006254665119057299	0.0010731515212681756
journalist	0.0006208404985272617	0.0004992609151485779
babys	0.0006071937543763736	0.0008576399278580938
bus	0.00057579688291289	3.4329238815189456e-05
architect	0.0005690656976184017	8.756402280596376e-05
salesman	0.0005652499366987058	0.0
bartender	0.000527086269130422	0.00033770846550851275
driver	0.0005075219564786336	1.0579959052847698e-05
post	0.00048453939416497424	6.44074405045103e-05
taxi	0.00047972565880614713	2.4584956008766312e-05
police	0.00047822401347725156	0.0002157689386876882
computer	0.0004612825869116314	0.00024855359424691414
CEO	0.0004117819046314171	0.00017140973318419128
gard	0.00040375123899139	1.712460266389826e-05
head	0.00039584646094679803	0.0002695733660402766
editor	0.0003892194145009853	0.00039943132287589833
lawyer	0.00038670472440571757	0.00018426016094963416
server	0.00037265035689407005	0.0003744212622223131
programmer	0.00036208388519297694	0.0001237324977410026
employee	0.0003607093640311472	0.0002279150253343687
supervisor	0.0003479701069863231	0.000198833656440911
night	0.0003471679528956026	0.0001836094834288815
dentist	0.00034418483221543283	0.000272300475899101
fast	0.000343430067005019	4.704973525804235e-05
scientist	0.000312258211806693	0.00017846170612756396
insurance	0.00030550276778740226	6.977346379244409e-05
secretary	0.0003041337163267599	0.0025312171735546378
chief	0.0002971986659758123	7.526960007453454e-05
Manager	0.0002958960176329054	0.00021909186398254234
err	0.00029373948200365704	0.0
bar	0.000287489230004212	0.000653483317364442
servant	0.0002872727773137075	9.695490643935045e-05
farm	0.00028519724219222553	2.0349475107650505e-05
instructor	0.00028366976880527504	0.00022421274888984044
photographer	0.00028032839304614754	0.00018679790309761302
volunteer	0.0002795198338389995	0.0003094037374467007
handy	0.0002767154028333607	0.0
porter	0.0002754960382844729	0.0
fire	0.00027300701549393125	0.0
train	0.0002641161552218781	0.0002783900526992059
Engineer	0.00026261922357657063	2.4350421881536025e-05
model	0.00026066833015647717	0.0009217405058734284
dishwasher	0.00025329737400170416	6.391695478669135e-06
barber	0.0002532387893552368	0.0
chem	0.0002441822621221945	1.6449590475531295e-05
firefighter	0.00023216870522446698	1.2189386779937197e-06
developer	0.00022870985503686825	6.0603928432101384e-05
wait	0.00022838312725070864	0.0001930284997797571
Data	0.00022330287174547657	0.00058078388883577
bank	0.0002174382589146262	0.00021366456439864123
inspector	0.00021291028338055185	2.105081648551277e-05
school	0.00019891046099473897	0.0005853984021085638
writer	0.0001983619440579787	0.00010222191031061811
executive	0.00019062021510758142	0.0002286279836880567
account	0.00019046545821765903	0.00020876505550404545
pilot	0.00018805107356454777	3.5900606235372834e-05
waitress	0.00018750596882455284	0.010748508870164515
dog	0.00018635719652593252	3.221284669052693e-05
contractor	0.00018538046879257308	0.0
hotel	0.00018511958069211687	0.0002780871570848831
maintenance	0.0001843405943873222	0.0
Sales	0.000183062580617793	0.00015070986046336957
ac	0.00017055300509120046	0.00011251082105445676
jan	0.00016719933501007788	3.653257408586797e-06
actor	0.00016220511861319764	2.394500006630551e-05
Director	0.00015114540292407322	8.876337233232334e-05
cook	0.00014667163804915617	9.4909423523859e-05
lecturer	0.00014664407535744348	0.00011827160324173747
physician	0.0001408321800226986	5.28982591276872e-05
courier	0.00013114122111801407	0.0
truck	0.0001292913157158182	0.0
junior	0.00012680072723014746	8.31555444165133e-05
summer	0.0001243904607690638	0.0
app	0.00012083331239409745	0.0
shepherd	0.00012066796693943616	1.6040106970649504e-05
labour	0.00012002709172520554	0.0
business	0.00011824811917904299	0.00017696212125883903
painter	0.00011655630601126177	0.0
un	0.00011600581228776718	3.012279194081202e-06
astronaut	0.00010939865751424804	4.070642899023369e-05
Doctor	0.00010863995606769095	0.00010857717825274449
park	0.00010611715197228477	8.201588798328885e-06
bell	0.00010393253978691064	0.0
Marketing	0.000102188110759	0.00021792140978502047
