engineer	2.982627533376217	1.1727375593036407
astronaut	1.338482461083913	0.9190804412355641
accountant	1.0571464821696275	1.3910547851119186
apprentice	0.8712082876591006	0.08484320045681601
intern	0.8211897936416785	0.6535537710296914
assistant	0.7327566263265903	1.1277169496752315
actor	0.4282280690968031	0.0637444762978697
architect	0.40002885193098275	0.2126301166135811
artist	0.36193219921551584	1.0209617279469962
archae	0.0976152273651672	0.0647300891578193
IT	0.0962127051170676	0.06004515403765191
editor	0.0814487528114108	0.13287377322558275
office	0.0753664106014178	0.25226300554641007
employee	0.0642949841931106	0.0983289430441793
insurance	0.060677666071569096	0.0465936699329172
astronom	0.0560527913039544	0.0365046265651468
err	0.0491072444419837	0.0025746128376338997
usher	0.0442825576319587	0.026942536991554702
executive	0.04422311669622951	0.1524502708925858
attorney	0.0430644579755602	0.037554983340668896
animator	0.040005372371523996	0.0392103352933185
officer	0.0352444794843899	0.024292321046231604
attendant	0.0330982696614224	0.05862559034721859
interior	0.032653988790115704	0.2173578992951655
interpreter	0.030960215648519238	0.088638559856917
agent	0.025349060990264898	0.0282134627341286
auditor	0.0251712685130765	0.04084778198739429
instructor	0.024671391227456797	0.0381526118144387
administrator	0.02448910507518982	0.10668451682431539
entrepreneur	0.024235749529906803	0.025343470013466898
economist	0.023466431215637698	0.023859387816627796
act	0.0189567134948438	0.0204302169731812
Engineer	0.018296648748218597	0.013451514430925899
expert	0.0181664823030582	0.0178127465769643
air	0.017938422563019498	0.0308506161672989
inspector	0.017572720324096198	0.022557527147
engineering	0.0174931345973159	0.013553306082030201
analyst	0.0168907139159266	0.023271333673619103
account	0.0163819016306655	0.0437240768005717
inventor	0.016369467572075698	0.0032312774274031
animal	0.0161831793666349	0.0346000874123998
athlete	0.015305709384846801	0.00749783066567
app	0.0150290372985176	0.0035763853520615996
artisan	0.0145656415261324	0.007701275928411301
investment	0.014419394115974956	0.0146340689534547
auto	0.0139008936384919	0.0021406335290518
arch	0.013684091303729901	0.0130623107543209
