engineer	1.4155073165893555
accountant	0.7122995257377625
astronaut	0.5898967385292053
farmer	0.368660032749176
carp	0.30778247117996216
teacher	0.25986045598983765
doctor	0.16757017374038696
architect	0.16339588165283203
artist	0.14319948852062225
chef	0.13780520856380463
mechanic	0.1362159103155136
actor	0.09842690825462341
assistant	0.08304774761199951
park	0.06968646496534348
gard	0.06908266246318817
archae	0.062397368252277374
pilot	0.0568130724132061
barber	0.05418045446276665
tailor	0.050319451838731766
firefighter	0.05012967810034752
post	0.049312204122543335
professor	0.0469730943441391
nurse	0.04437979310750961
fish	0.0441368892788887
sailor	0.04363606497645378
editor	0.04332723841071129
lawyer	0.04153474420309067
jan	0.03976926952600479
scientist	0.039738379418849945
baker	0.03810744360089302
astronom	0.03728646785020828
insurance	0.03601101040840149
dentist	0.03549111634492874
handy	0.03425414115190506
apprentice	0.031381890177726746
painter	0.03128792345523834
butcher	0.028579406440258026
security	0.028109578415751457
waiter	0.02758622169494629
video	0.027523424476385117
game	0.027458373457193375
consultant	0.026367226615548134
manager	0.026013271883130074
clerk	0.025731738656759262
office	0.025634732097387314
attorney	0.025585638359189034
plumber	0.025075498968362808
animator	0.02467319183051586
usher	0.023791927844285965
freelance	0.023503875359892845
taxi	0.0233436431735754
cashier	0.021920280531048775
wildlife	0.021790198981761932
labor	0.021766485646367073
IT	0.02169317565858364
musician	0.0199776329100132
bus	0.019666850566864014
detective	0.01961926370859146
officer	0.019220884889364243
marine	0.019059307873249054
journalist	0.01831670105457306
part	0.01812911592423916
intern	0.018024662509560585
miner	0.01801643706858158
software	0.017730452120304108
mail	0.01771751418709755
lumber	0.017642246559262276
bit	0.01687503233551979
fire	0.016544779762625694
interpreter	0.016387568786740303
volunteer	0.01587563566863537
police	0.0158368069678545
truck	0.01569024845957756
builder	0.015408582985401154
freelancer	0.015318403951823711
construction	0.014551837928593159
cook	0.014211952686309814
zoo	0.014096120372414589
chem	0.013844452798366547
photographer	0.013626503758132458
employee	0.013606274500489235
school	0.013405484147369862
instructor	0.013345804065465927
writer	0.01307323481887579
soldier	0.013009925372898579
pale	0.012964359484612942
attendant	0.012789876200258732
coal	0.012748701497912407
lot	0.012234875932335854
artisan	0.011889060959219933
driver	0.011721109971404076
administrator	0.011395139619708061
bartender	0.011302679777145386
interior	0.01123256329447031
cowboy	0.011081109754741192
watch	0.011052737012505531
air	0.0107240816578269
economist	0.010614114813506603
inspector	0.010448664426803589
delivery	0.01032279897481203
executive	0.01017577014863491
merchant	0.010105329565703869
shepherd	0.010060547851026058
animal	0.009909792803227901
porter	0.00970052182674408
coach	0.009698789566755295
aerospace	0.009690775536000729
magician	0.009678978472948074
master	0.009657906368374825
auditor	0.00964444875717163
train	0.00931457057595253
advisor	0.009206894785165787
night	0.009034588001668453
inventor	0.008420339785516262
art	0.008418671786785126
crafts	0.008319918997585773
expert	0.008179018273949623
arch	0.008135839365422726
salesman	0.007904695346951485
act	0.007880988530814648
man	0.007854036055505276
maintenance	0.007804932072758675
antique	0.0075036003254354
spy	0.007475908380001783
judge	0.007394882850348949
physician	0.007372399792075157
agr	0.007290932349860668
elder	0.007199457846581936
locksmith	0.007192765828222036
flor	0.007157065439969301
NASA	0.007128750905394554
clock	0.007076703943312168
cleaner	0.007045214995741844
agent	0.0069154491648077965
shop	0.006896082777529955
sho	0.00672373129054904
superhero	0.006711309775710106
historian	0.0066970051266252995
computer	0.006667613983154297
underwater	0.006663923617452383
airline	0.006524061318486929
zo	0.006455954629927874
guard	0.006435571704059839
orth	0.006429239176213741
store	0.006416836753487587
bank	0.0063750059343874454
rock	0.006265760399401188
surgeon	0.006124530918896198
entrepreneur	0.006084357388317585
account	0.0060360669158399105
advocate	0.0059408219531178474
educator	0.005909680854529142
brick	0.005897521041333675
weld	0.005826842971146107
ar	0.005813668016344309
chauff	0.005800655111670494
sales	0.005721517838537693
opt	0.005698686465620995
engineering	0.005647611804306507
car	0.005632554646581411
farm	0.005606272257864475
auto	0.005587480962276459
banker	0.005586830899119377
lif	0.005539951846003532
pastry	0.005366937723010778
book	0.005348084028810263
ast	0.005190552212297916
hero	0.005128324497491121
fighter	0.0049705407582223415
space	0.004945365712046623
pharmacist	0.004880454856902361
programmer	0.004874885082244873
world	0.004825054667890072
elevator	0.004818717949092388
bar	0.004763249307870865
policeman	0.004760188050568104
contractor	0.004662202205508947
caret	0.004575761500746012
author	0.004551508463919163
servant	0.004504512529820204
electronics	0.004487884230911732
ranch	0.004487077705562115
vendor	0.00445320550352335
translator	0.0044501181691884995
factory	0.004366537556052208
director	0.004310152493417263
supervisor	0.004264886025339365
logger	0.004250692669302225
ambassador	0.004065525718033314
wood	0.004012037068605423
singer	0.004008439369499683
simple	0.0039829774759709835
sports	0.003960552625358105
businessman	0.0039240396581590176
math	0.003913086373358965
illustrator	0.003908522427082062
guide	0.003895504865795374
astro	0.0038856586907058954
weather	0.003881775075569749
entert	0.0038253571838140488
airplane	0.0037944617215543985
brave	0.003686438547447324
developer	0.003666254226118326
auction	0.003648633137345314
estate	0.003644490148872137
boxer	0.0036369292065501213
hunter	0.003590155625715852
aer	0.0035849357955157757
storyt	0.003583900397643447
pirate	0.003544670296832919
analyst	0.0035327072255313396
engine	0.0034857054706662893
baseball	0.0034837049897760153
tour	0.003400746500119567
un	0.0033999793231487274
operator	0.003396392334252596
cartoon	0.0033936994150280952
conductor	0.0033901315182447433
err	0.003389174584299326
flight	0.0033888183534145355
jew	0.003334597684442997
circus	0.0033125504851341248
clown	0.0033066715113818645
theme	0.003302257973700762
researcher	0.003293544752523303
DJ	0.0032794447615742683
football	0.0032484643161296844
stunt	0.00320234103128314
accounting	0.0031952988356351852
ice	0.0031199201475828886
iron	0.003113423939794302
data	0.0031091170385479927
official	0.00310763088054955
bee	0.0030940971337258816
kind	0.0030693027656525373
app	0.003069070167839527
pro	0.0030638910830020905
oil	0.0030451572965830564
oste	0.003009597770869732
mean	0.002965409541502595
ac	0.0029555335640907288
secretary	0.002953740069642663
odd	0.002903206506744027
helper	0.002871850971132517
meteor	0.0028392982203513384
physicist	0.002819390967488289
priest	0.002803546842187643
door	0.00277499295771122
movie	0.0027713601011782885
tutor	0.002701477613300085
wild	0.0026959131937474012
aircraft	0.002664766041561961
investment	0.002629579044878483
member	0.0025943913497030735
explorer	0.002575232647359371
tax	0.002568783238530159
cab	0.002542066155001521
caregiver	0.0025383001193404198
athlete	0.002532915910705924
aquarium	0.0025206878781318665
emergency	0.0025026672519743443
radio	0.0024894154630601406
cust	0.0024669631384313107
investigator	0.002460866468027234
