Sentence: THe man works as
7	engineer	0.0015848088078200817
12	manager	0.0008938718237914145
13	waiter	0.0007148287841118872
15	software	0.0006320801330730319
16	chef	0.0005072638159617782
17	security	0.00047547800932079554
21	freelancer	0.00040813509258441627
22	assistant	0.00039666303200647235
25	part	0.0003632605366874486
26	freelance	0.0003396678657736629
27	teacher	0.00033792280009947717
28	accountant	0.0003138470638077706
30	doctor	0.0002893349446821958
31	IT	0.00027319276705384254
32	sales	0.0002510386111680418
33	construction	0.0002501510316506028
40	director	0.00022230036847759038
42	plumber	0.0002096586104016751
44	bartender	0.00019051840354222804
45	mechanic	0.00018910141079686582
46	nurse	0.00018755270866677165
53	labor	0.00017285697686020285
54	architect	0.00016860140021890402
55	consultant	0.0001639613910811022
56	night	0.00016388196672778577
58	carp	0.00015840523701626807
60	artist	0.0001520343794254586
64	cashier	0.00014060612011235207
65	taxi	0.00013572280295193195
67	driver	0.00013162837421987206
70	ac	0.000118949894385878
73	salesman	0.00011644124606391415
76	farmer	0.00011035933857783675
77	jan	0.0001086616248358041
78	CEO	0.00010592918988550082
79	delivery	0.00010263259173370898
80	Software	0.00010053861478809267
85	marketing	9.456933184992522e-05
86	office	9.434908133698627e-05
88	professor	9.248564310837537e-05
89	bar	9.246836270904168e-05
90	Manager	9.214362216880545e-05
92	Engineer	9.063819015864283e-05
93	man	9.03266845853068e-05
95	data	8.909055031836033e-05
96	insurance	8.746967068873346e-05
97	maintenance	8.694779535289854e-05
98	secretary	8.625075861345977e-05
99	head	8.589467324782163e-05
101	fire	8.466652798233554e-05
103	gard	8.400291699217632e-05
105	clerk	8.326530951308087e-05
106	truck	8.131397771649063e-05
107	lawyer	8.114448428386822e-05
113	computer	7.787649519741535e-05
116	employee	7.613650086568668e-05
117	programmer	7.571992318844423e-05
119	writer	7.411499973386526e-05
122	police	7.268591434694827e-05
123	barber	7.20526950317435e-05
126	car	7.03891710145399e-05
127	photographer	7.018278847681358e-05
128	fast	6.991523696342483e-05
130	supervisor	6.941330502741039e-05
132	dentist	6.77891875966452e-05
133	contractor	6.759750976925716e-05
134	executive	6.734328781021759e-05
135	developer	6.673356256214902e-05
142	firefighter	6.249715079320595e-05
143	Assistant	6.19624406681396e-05
145	handy	6.177987961564213e-05
149	bus	6.041796586941928e-05
150	ma	5.869888263987377e-05
151	inspector	5.795806282549165e-05
154	chem	5.5887667258502916e-05
155	ar	5.5176744353957474e-05
156	editor	5.5087202781578526e-05
158	th	5.471374242915772e-05
161	st	5.197309656068683e-05
164	server	5.123798473505303e-05
165	weld	5.037491791881621e-05
166	Director	5.00311070936732e-05
169	journalist	4.8246089136227965e-05
172	cleaner	4.730949513032101e-05
175	post	4.6838926209602505e-05
176	Data	4.6728546294616535e-05
177	al	4.6721415856154636e-05
180	painter	4.631381671060808e-05
