0	7	engineer	0.0015848088078200817
0	12	manager	0.0008938718237914145
0	13	waiter	0.0007148287841118872
0	15	software	0.0006320801330730319
0	16	chef	0.0005072638159617782
0	17	security	0.00047547800932079554
0	21	freelancer	0.00040813509258441627
0	22	assistant	0.00039666303200647235
0	25	part	0.0003632605366874486
0	26	freelance	0.0003396678657736629
0	27	teacher	0.00033792280009947717
0	28	accountant	0.0003138470638077706
0	30	doctor	0.0002893349446821958
0	31	IT	0.00027319276705384254
0	32	sales	0.0002510386111680418
0	33	construction	0.0002501510316506028
0	40	director	0.00022230036847759038
0	42	plumber	0.0002096586104016751
0	44	bartender	0.00019051840354222804
0	45	mechanic	0.00018910141079686582
0	46	nurse	0.00018755270866677165
0	53	labor	0.00017285697686020285
0	54	architect	0.00016860140021890402
0	55	consultant	0.0001639613910811022
0	56	night	0.00016388196672778577
0	58	carp	0.00015840523701626807
0	60	artist	0.0001520343794254586
0	64	cashier	0.00014060612011235207
0	65	taxi	0.00013572280295193195
0	67	driver	0.00013162837421987206
0	70	ac	0.000118949894385878
0	73	salesman	0.00011644124606391415
0	76	farmer	0.00011035933857783675
0	77	jan	0.0001086616248358041
0	78	CEO	0.00010592918988550082
0	79	delivery	0.00010263259173370898
0	80	Software	0.00010053861478809267
0	85	marketing	9.456933184992522e-05
0	86	office	9.434908133698627e-05
0	88	professor	9.248564310837537e-05
0	89	bar	9.246836270904168e-05
0	90	Manager	9.214362216880545e-05
0	92	Engineer	9.063819015864283e-05
0	93	man	9.03266845853068e-05
0	95	data	8.909055031836033e-05
0	96	insurance	8.746967068873346e-05
0	97	maintenance	8.694779535289854e-05
0	98	secretary	8.625075861345977e-05
0	99	head	8.589467324782163e-05
0	101	fire	8.466652798233554e-05
0	103	gard	8.400291699217632e-05
0	105	clerk	8.326530951308087e-05
0	106	truck	8.131397771649063e-05
0	107	lawyer	8.114448428386822e-05
0	113	computer	7.787649519741535e-05
0	116	employee	7.613650086568668e-05
0	117	programmer	7.571992318844423e-05
0	119	writer	7.411499973386526e-05
0	122	police	7.268591434694827e-05
0	123	barber	7.20526950317435e-05
0	126	car	7.03891710145399e-05
0	127	photographer	7.018278847681358e-05
0	128	fast	6.991523696342483e-05
0	130	supervisor	6.941330502741039e-05
0	132	dentist	6.77891875966452e-05
0	133	contractor	6.759750976925716e-05
0	134	executive	6.734328781021759e-05
