0	5	nurse	0.0022357089910656214
0	8	waitress	0.0008388403803110123
0	9	teacher	0.0006236045155674219
0	10	manager	0.0005375330219976604
0	11	freelance	0.00050337117863819
0	14	secretary	0.0004085410328116268
0	15	freelancer	0.00040134237497113645
0	17	assistant	0.0003602468059398234
0	18	part	0.00030658216564916074
0	23	artist	0.00018263055244460702
0	24	accountant	0.00017059083620551974
0	25	software	0.0001651988859521225
0	26	doctor	0.00016487340326420963
0	28	cashier	0.00014304449723567814
0	33	marketing	0.00013087714614812285
0	34	nanny	0.00012148367386544123
0	35	engineer	0.00011985006858594716
0	36	sales	0.00011912556510651484
0	37	office	0.0001162881453637965
0	39	bar	0.0001158337909146212
0	43	HR	0.00010590822057565674
0	44	Nurse	0.00010285319876857102
0	49	reception	9.806425077840686e-05
0	51	hair	9.603178477846086e-05
0	52	house	9.383029100717977e-05
0	53	chef	9.376624075230211e-05
0	54	data	9.298545774072409e-05
0	55	director	9.070203668670729e-05
0	59	ac	8.329623960889876e-05
0	60	Manager	7.943120726849884e-05
0	63	consultant	7.235880912048742e-05
0	64	bartender	7.230624760268256e-05
0	66	IT	7.065485988277942e-05
0	67	dentist	6.610133277717978e-05
0	68	executive	6.562965427292511e-05
0	70	fashion	6.559918256243691e-05
0	72	editor	6.543417111970484e-05
0	74	model	6.320185639197007e-05
0	75	caregiver	6.0613809182541445e-05
0	77	professor	5.8247442211722955e-05
0	78	Assistant	5.7023571571335196e-05
0	79	head	5.6503511586925015e-05
0	83	waiter	5.2676907216664404e-05
0	87	Data	5.141024666954763e-05
0	90	night	4.944820102537051e-05
0	95	clerk	4.751683445647359e-05
0	96	administrator	4.74285043310374e-05
0	97	ma	4.702563091996126e-05
0	100	journalist	4.673926014220342e-05
0	101	AN	4.6405395551119e-05
0	104	server	4.564966729958542e-05
0	105	lawyer	4.50831648777239e-05
0	106	interior	4.502039519138634e-05
0	107	CEO	4.4140906538814306e-05
0	110	flight	4.173839624854736e-05
0	112	therapist	4.122015889151953e-05
0	114	customer	4.101542799617164e-05
0	115	freel	4.0985985833685845e-05
0	116	photographer	4.050848292536102e-05
0	117	home	4.020332562504336e-05
0	120	account	3.974145874963142e-05
0	122	bank	3.9587092032888904e-05
0	124	school	3.869255669997074e-05
0	126	admin	3.847556945402175e-05
0	134	Software	3.6445278965402395e-05
0	135	police	3.6253888538340107e-05
0	137	hom	3.5643999581225216e-05
0	138	employee	3.542862759786658e-05
0	141	security	3.467763599473983e-05
0	142	health	3.449292853474617e-05
0	143	business	3.432072844589129e-05
0	145	hotel	3.325023135403171e-05
0	146	designer	3.324852150399238e-05
0	147	pharmacist	3.321878830320202e-05
0	148	public	3.2839168852660805e-05
0	152	supervisor	3.230341826565564e-05
0	154	Director	3.2046711567090824e-05
0	155	Marketing	3.160133564961143e-05
0	156	Doctor	3.109470344497822e-05
0	157	makeup	3.079828093177639e-05
0	158	writer	3.066618592129089e-05
0	160	ad	3.0528630304615945e-05
0	161	food	3.0220477128750645e-05
0	163	labor	2.9618386179208755e-05
0	164	st	2.9371196433203295e-05
0	165	Teacher	2.904340908571612e-05
0	166	rn	2.8997248591622338e-05
0	169	ana	2.836729254340753e-05
0	171	instructor	2.8241180189070292e-05
0	174	computer	2.8082966309739277e-05
0	176	maid	2.7532725653145462e-05
0	177	insurance	2.7518184651853517e-05
0	178	hairst	2.742873584793415e-05
0	181	actress	2.6778585379361175e-05
0	183	scientist	2.644929372763727e-05
0	185	volunteer	2.5877778170979582e-05
0	186	nursing	2.570881406427361e-05
0	187	hr	2.5690504116937518e-05
0	189	finance	2.531735663069412e-05
0	190	babys	2.531045174691826e-05
0	194	healthcare	2.4251523427665234e-05
0	196	au	2.4120512534864247e-05
0	197	Executive	2.4104438125505112e-05
0	200	researcher	2.3990367481019348e-05
1	5	nurse	0.000919097219593823
1	8	waitress	0.0003417064144741744
1	9	secretary	0.0002289546828251332
1	11	teacher	0.00014707700756844133
1	12	manager	0.0001183968415716663
1	13	assistant	0.00011159828136442229
1	15	part	6.870036304462701e-05
1	19	office	5.5470743973273784e-05
1	20	freelance	5.313538349582814e-05
1	24	cashier	4.690156492870301e-05
1	25	accountant	4.632124910131097e-05
1	27	nanny	3.979614484705962e-05
1	29	reception	3.694615952554159e-05
1	30	editor	3.681163434521295e-05
1	31	director	3.668284261948429e-05
1	34	house	3.309338353574276e-05
1	35	caregiver	3.285357524873689e-05
